Name,Website,HQ,Type,Estimated Site Count,States,Intera ICP Score,Overall Site Quality,Recruitment Strength,Operational Maturity,Sponsor Attractiveness,Therapeutic Expertise,Historical Trials (CT.gov),Completed,Terminated/Withdrawn,Completion Rate %,Active Now,Recruiting Studies,Phase 2 Trials,Phase 3 Trials,Total Realized Enrollment,First Study Year,Years Active,Therapeutic Breadth (conditions),Performance Match Confidence,Sponsor Diversity (#),CRO Diversity (#),Repeat Sponsors (#),Industry-Sponsored Studies,Top Sponsors,Named CROs,Enrollment Velocity (inf),Startup Speed (inf),Recruitment Sophistication,Publication History (inf),CTMS,EHR,eSource,eConsent,Florence,CRIO,Clinical Conductor,RealTime,Epic,Cerner,Therapeutic Areas,Therapeutic Specialties (detail),Languages,Home Visits,Decentralized Capabilities,Number of Investigators,Approx Coordinator Count,Sponsors Worked With,CROs Worked With,Public Partnerships,Recent Hiring,Expansion,Funding,Acquisitions,Owner/Parent/Funding,Facebook Ads,Meta Pixel,Google Ads,SEO,Trial Finder,Patient Database,Recruitment Pages,Advertises Patient Recruitment,Technology Stack,Uses AI,Builds Tech Internally or Vendors,Current Recruiting Studies Visible,CEO,VP Clinical Operations,VP Site Operations,VP Recruitment/Innovation,Contact Emails,LinkedIn URL,Mentions DCT,Recruitment Capability,Notes
American Rheumatology Network (ARN),https://www.clinicaltrialsarena.com/news/arn-unit-rheumatology-trials/ (ARN Clinical Research partnership),"Summerville, SC / Multi-state",Site Network / Hybrid,"35 community-based practices, 250+ providers, 66 locations",Multi-state (largest rheumatology network in US),7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trio MDX platform,"Trio MDX (full EMR access, bi-directional)",Y - Trio MDX bi-directional capability,,,,,,,,Rheumatology,Rheumatology,,,"Y - 35+ practices, 66 locations across 35 states",250+ providers,,Multiple pharma partners,,Trio Health (MDX platform),,"Y - 35 practices, 66 locations across 35 states",,,Independent network; partnership with Trio Health (2021),,,,,,"370,000+ patients",,Y (through partnership model),"Trio Health MDX platform (100% EMR access, bi-directional data, real-time patient data extraction)",Y (MDX platform with advanced data capabilities),Vendors (Trio Health partnership for tech),Y,Michael Cooper,Unknown,Unknown,Unknown,,,"Y (patient-centric, real-world technology approach)","Over 25 years clinical trial experience; 1,500+ rheumatology trials conducted; real-time patient data access; real-world technology solutions","Largest rheumatology network in US (35 practices, 250+ providers, 66 locations); launched ARN Clinical Research with Trio Health in 2021. Tech-forward with MDX platform (real-time EMR access). Over 1,500 trials conducted. Single therapeutic area (rheumatology) but very large network and strong tech infrastructure. Good Intera fit for rheumatology specialists seeking patient recruitment innovation."
CenExel Centers of Excellence,https://cenexelclinicaltrials.com; https://cenexel.com,"Draper, UT",SMO,18,"AZ, CA, CO, FL, GA, MD, NJ, UT",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Proprietary centralized system (emphasis on data accuracy),,,,,,,,,,"CNS, pain, vaccines, early-phase, psychedelics, ethnic bridging, first-in-human, neurodegenerative disease, acute pain, mood disorders","CNS (psychiatry, neurology), pain management, vaccines, early-phase studies, psychiatry/addiction, metabolic disorders (MASH/NASH)",,,Y - hybrid model with mobile app (CenExel Clinical Trials App),Unknown (18 Centers of Excellence),,Major pharmaceutical sponsors,Major CROs,CTSdatabase acquisition (2022),,"Y - 18 Centers, 600+ beds, 360,000+ sq ft facilities","BayPine PE acquisition (2025), Webster Equity previously backed",Acquired CTSdatabase (2022); acquired by BayPine (2025),BayPine LP (majority owner); Webster Equity (minority); 40+ year history,,,,Active website with capabilities brochure/resources,,,,Y,Unknown,N,Unknown,Y,Sy Pretorius (as of May 2026),Patrick McLaughlin (Chief Operating Officer),Unknown,"Cindi Heckmann (VP, Patient Recruitment and Engagement)",Unknown,https://www.linkedin.com/company/cenexel-clinical-research,N,"Specialized early-phase and CNS research; 360,000+ sq ft facilities; 600+ beds; recruits substantially; 100%+ target achievement on enrollment","Large, specialized site network with 18 Centers of Excellence. Strong in early-phase/CNS/vaccines (high-enrollment potential). Established leadership structure, active recruitment. Founded ~1980s, mature operations. Less innovation tech-forward than some competitors, but strong operational foundation and therapeutic specialization valuable for Intera partnerships."
Clinical Trials Network (CTNx) - Ophthalmology Division,https://thectnx.com/ctnx-sponsors/ophthalmology-clinical-trials/,"Cleveland, OH",Site Network,90+,Multiple (national network across 12+ specialties),7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ophthalmology (glaucoma, dry eye, retinal disease, macular degeneration, AMD, DME, others)","Ophthalmology: Neovascular AMD, Retinal diseases (DME, DMI, Proliferative DR), Glaucoma, Dry Eye, Keratopathy, PCED, Neurotrophic Keratopathy, Retinitis Pigmentosa, Uveitis, Uveal Melanoma",English + Spanish (detected),N,N,Multiple,,Multiple pharma sponsors,Multiple CROs,,,,,,"Independent, physician-founded (2016); private company",,,,,Y,,,Y,CTNx's proprietary trial management platform; streamlined administrative processes; cut startup time in half,Unknown,Builds internally (proprietary platform/model),Y,"Keith Friedenberg, M.D. (Founder & CEO, gastroenterologist)",Christopher Petek (Chief Operating Officer),Katie Znidarsic (VP of Operations),Unknown,,https://www.linkedin.com/company/the-clinical-trials-network,N,"High - 90+ sites nationally, physician-centric model, proven trial management, efficient site onboarding","Physician-founded independent site network with 90+ sites across 12+ specialties. Proven model for site enablement and enrollment efficiency. Multi-specialty reach beyond ophthalmology (gastro, cardiology, dermatology, etc.). Strong operational infrastructure. Good Intera fit—nimble, growth-oriented, recruitment-focused, independent."
EmVenio Clinical Research (formerly PCM Trials),https://www.emvenio.com,"Denver, Colorado (Professional Case Management); Durham, NC (EmVenio Research)",DCT Network,Multiple mobile sites + community research sites (exact count not specified),Nationwide (90+ countries globally),7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,All therapeutic areas,,English + Spanish (detected),Y (site mentions),Y (site mentions),,,,,,,,,,"Professional Case Management (PCM, founded 1986); PCM Trials rebranded as EmVenio Clinical Research (Aug 2025); acquired Clinical Trial Service (2024) and EmVenio Research (2024)",,,,,,,Y,Y,"Mobile visit platform, patient navigator, community site infrastructure",N,Unknown,Y (800+ studies supported),Greg Austin (President of PCM/EmVenio since 2005/2008),,,"Jeff Huntsman (Chief Commercial Officer, appointed July 2024)",,https://www.linkedin.com/in/gregaustindenver,Y,"Decentralized clinical trial focus; mobile research clinician visits to patient homes; community-based research sites; patient navigator support; emphasis on accessibility and underserved communities; 100,000+ patient encounters","Global DCT network with 800+ studies and 100,000+ patient encounters; strong mobile/community recruitment focus; decentralized and hybrid trial emphasis; 30+ years institutional knowledge from PCM; recent rebranding/consolidation (2024-2025) signals growth strategy; good Intera fit—recruitment-focused, innovative DCT approach, multiple studies, growth trajectory [Validated: 2 active recruiting cardiometabolic trials on ClinicalTrials.gov.]"
Excel Medical Clinical Trials (now Flourish Research - Boca Raton site),https://flourishresearch.com,"Apex, NC (Flourish corporate); Boca Raton, FL (Excel legacy site)",Site Network,Multiple sites (exact count unknown; Boca Raton + acquired sites),"FL (Boca Raton), NC (Apex, Raleigh area), multi-state network",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"Cardiology, Cardiovascular, Metabolic, Obesity, Diabetes, Fatty Liver (NAFLD), Heart Failure, Alzheimer's, Cholesterol Disorders, Atherosclerosis, Rare Disorders",,English + Spanish (detected),,,,,,,,,,,,"Apex-backed; Flourish Research formed 2021, acquired Excel Medical (2021), multiple add-on acquisitions",,Y,,,Y,,Y,Yes - advertises paid clinical trial participation opportunities,Unknown specific CTMS,No mention,Unknown,"Yes - cholesterol, heart attack, obesity, diabetes, fatty liver, heart failure, Alzheimer's studies",Reinhold Schulz,Unknown,Jose Alvarez (Chief Operating Officer),Brooke Evans (Chief Growth Officer); David Watkins (Chief Commercial Officer),,https://www.linkedin.com/company/flourish-research,No,Patient recruitment for cardiometabolic indications; advertises paid trial participation; multi-state enrollment network,"Good Intera fit: Multi-site network with strong cardiometabolic focus (high-volume indications - obesity, diabetes, cholesterol, heart disease). Advertises patient recruitment publicly. Recent growth trajectory via acquisitions. CEO Reinhold Schulz has extensive site network experience (PPD, Parexel, Accelerated Enrollment). Multi-state footprint. Lower score vs. top-tier due to: limited published site count transparency, cardiometabolic specialization (vs. ultra-broad), and unclear DCT/tech innovation positioning. Solid recruitment-focused SMO model. [Validated: 8 active recruiting cardiometabolic trials on ClinicalTrials.gov.]"
EyeSouth Clinical Research,https://www.eyesouthclinicaltrials.com/,"Atlanta, GA",SMO,35+,"Georgia, Florida, Illinois, Texas, North Carolina, and other states",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ophthalmology (retina, glaucoma, dry eye, presbyopia, myopia, anterior segment, refractive)","Ophthalmology: Retinal diseases, Glaucoma, Anterior segment, Cataract, Cornea, Dry eye, AMD, DME, Diabetic retinopathy, Uveitis",English + Spanish (detected),N,N,"29 PIs, 36 Sub-Investigators",33 Clinical Research Coordinators,"Multiple pharma, National Eye Institute",Multiple CROs,"EyeSouth Partners network (35 practices, 160+ locations, 290+ doctors)",Y (established Clinical Research Division July 2024),Y (established formal Clinical Research Division 2024),,,"EyeSouth Partners (founded 2017, private equity-backed); part of larger ophthalmology platform",,,,,,,,Y,Centralized research coordination platform; robust data collection and meaningful outcomes focus,Unknown,Vendors (sponsors and CROs handle CTMS),Y,Rex Adams (CEO of EyeSouth Partners),Leslie Marcus (Clinical Research Director),Unknown,Unknown,research contact via eyesouthclinicaltrials.com,https://www.linkedin.com/company/eyesouth-partners,N,"High - 35 affiliated practices, 290+ doctors, 160+ clinical locations, 1M+ annual patient interactions, 29 principal investigators, 130+ active studies","Large ophthalmology SMO with 35 affiliated practices across multiple states, 130+ active studies. Strong patient volume (1M+ interactions annually) and diversified investigator network. Limited to ophthalmology but substantial scale. Good Intera fit for ophthalmic trials, growth-focused with operational infrastructure."
KCC Clinical Research / Kidney Care Center,https://www.kidneycares.com,"Multiple (IL, TN, WA, GA, PA)",SMO,23+,"IL, IN, TN, GA, PA",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nephrology, Dialysis, CKD, ESRD, Hypertension, Transplant","Nephrology (dialysis, CKD, ESRD, hypertension, cardiovascular)",,,Unknown + integrated into existing dialysis/outpatient clinics,Multiple nephrologists,,,,"Milestone One (site enablement framework, 2026)",,"Y - 3+ locations (Harvey IL, Tennessee, Olympia Fields)",,,Physician-owned; Multiple states operations,,,,,,Y (community-embedded dialysis patients),,Y,CTO on staff (Mirza Baig); clinical research operations,Unknown,Builds internally (has CTO),Y,"Babajide Salako, MD",Unknown,Mohammed Alausa (VP Operations & Research),Unknown,Unknown,https://www.linkedin.com/in/babajide-salako,N,Active clinical research program; launched KCC Clinical Research,Multi-state nephrology-focused SMO with established clinical research program. Good fit for renal trials. Multiple sites enable volume. Actively building clinical research infrastructure. Limited public recruitment advertising. No explicit AI/tech innovation signals.
NEICR (New England Institute for Clinical Research),https://neicr.com,"Stamford, CT",Site Network,2+ direct + part of Ki Health Partners network (10+ total sites),"CT, NY, multi-state through KHP",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,"Neurology, Neurobehavioral, Psychiatry, Alzheimer's, Lewy Body Dementia, Parkinson's, Stroke, Autoimmune Diseases, Mental Health","Headache/Migraine, Stroke/TBI, Mental Health",,,,,5 employees,"Industry, Academia, Medical Societies, Patient Advocacy Groups",,,"Y; seeking Clinical Research Coordinators, Assistants, IT, Physical Therapists, Nutritionists, Yoga Instructors, etc.",,,,Ki Health Partners LLC,,,,Limited; basic research focus areas mentioned,,,N,Y,Unknown,Y (parent company Ki Health Partners uses next-generation AI),Builds Internally (through parent Ki Health Partners),Y,Angelo Termine (Ki Health Partners CEO/Co-Founder),Unknown,Unknown,Unknown,info@neinh.com,https://www.linkedin.com/company/neicr-clinical-research-and-clinical-studies-stamford-ct,N,New England/Metro NY focus; community connections; state-of-the-art programs,"CNS specialist part of Ki Health Partners SMO; Angelo Termine (CEO) trained at Yale; 100+ studies completed with 90%+ FDA approval rate; tech-forward parent company (RRO with AI); active recruitment. Good Intera fit: tech-forward, multi-site through KHP, CNS specialist, AI-enabled parent."
NephroNet (CRO/Network),nephronet.com / nephronet.org,Unknown,Hybrid (CRO + Investigator Network),400+,Multiple (nationwide investigator network),7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All nephrology subspecialties,,,,,,,,,,,,,,"Investigator-led network, nonprofit model",,,,,,,,Yes,"CRO project management, vendor partnerships, clinical monitoring",Unknown,"Vendors (project managers, monitors, external vendors)",Yes,"James Tumlin, MD (President, Professor Emory University, Georgia Nephrology)",Unknown,Unknown,Unknown,Unknown,Unknown,No,"Yes - subject identification and referral services, CRO support","Moderate fit: Very large investigator network (400+ nephrology sites, 550+ PIs). However, primarily CRO/broker model rather than owned sites. No direct control over site quality/capability. Good for feasibility and site selection but not ideal for direct partnership. Recruitment capability via referral network, not direct site control."
PRA Health Sciences / Fortrea,https://www.fortrea.com,"Durham, NC",SMO,300+ Phase 1 sites (US); 1200+ Phase 1 team members; 30+ years site network experience,US nationwide; 100+ countries globally,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y; FIT (Fortrea Intelligent Technology) platform,Unknown; integrated systems,Y; ClinSpark EDC platform,Y; eConsent solutions,,,,,,,"Phase I-IV across multiple areas; clinical pharmacology focus; neuroscience (AD, PD, ALS, MS, epilepsy, psychiatry), infectious disease, vaccines, ophthalmology, oncology","Phase I-IV across multiple indications; Pharmacology, Market Access, Regulatory, Pharmacovigilance","Multiple (Spanish, French, Portuguese, Japanese, Korean, Chinese)",Y; digital health solutions for DCTs,Y; 2022 Frost & Sullivan Global DCT Company of Year; 150+ DCT experience,Global site network,Global workforce,Biopharmaceutical and MedTech sponsors,Fortrea is CRO,SCTbio (cell therapy manufacturing integration),Y; expansion,Y; global CRO with continuous growth,Unknown (history as public company),Merger/name change from PRA Health Sciences,"KKR-backed; PRA (acquired from Genstar June 2013), merged/spun as Fortrea; 30+ years clinical development experience",,,,Y; strong thought leadership and content,,,,Y,Fortrea Intelligent Technology; data-driven trial delivery; Verana Health partnership (IRIS Registry); ClinSpark electronic data capture,Y,"Mixed - Fortrea Intelligent Technology + vendor partnerships (Verana Health, etc.)",Y,Anshul Thakral (Aug 2025-present),Unknown,Unknown,Unknown,Unknown,https://www.fortrea.com/about-us/our-leadership,N,Site Connections program; partner sites recruit 1.8x faster; 17% faster startup timelines vs. non-partner sites,Global CRO with 30+ years site network experience; Site Connections program focused on site partnership innovation; AI/data-driven approach; proven recruitment acceleration (1.8x faster); partner site network extensive. Large enterprise CRO model; majority revenue from CRO services vs. owned sites. Good Intera fit for CRO partnerships but lower fit for direct site network engagement.
Precefi,https://precefi.com/,US & Latin America,Site Network,,US & Latin America,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y; Appiell virtual platform CTMS-like capabilities,,Y; Appiell cloud-based image/eDiary capture,Y; eDiary and eSource via Appiell,,,,,,,"Dermatology (atopic dermatitis, psoriasis, acne, hidradenitis suppurativa, alopecia, aesthetics), Ophthalmology (dry eye, glaucoma, geographic atrophy, ocular inflammation)","Dermatology (Atopic Dermatitis, Psoriasis, Acne, Hidradenitis, Alopecia Areata, Aesthetics); Ophthalmology (Dry Eye, Allergic/Bacterial Conjunctivitis, Glaucoma, Geographic Atrophy); Biomarker services",,Y; tele/virtual components via Appiell platform,Y; virtual platform extends site reach to patient location,Multiple board-certified dermatologists/ophthalmologists,Multiple trained coordinators,"Allergan, Regeneron, AstraZeneca, Incyte (leadership background); Active pharma/biotech sponsors",Global CROs,"Leadership from Allergan, Regeneron, AstraZeneca, Incyte history",Unknown; implied growth,Y; site network in Americas expansion,,,,,,,Y; KOL-led network presence,,,,Y,"Appiell virtual platform for real-time patient data, imaging, biomarker collection, compliance monitoring",Y,Vendors (Appiell platform),Y,Richard Panico,,,"Patricia Walker, MD (Clinical Development)",,,N,"Board-certified investigators, trained coordinators, high enrollment focus","Specialized dermatology/ophthalmology network; KOL-led sites; virtual platform for monitoring; leadership from Allergan, Regeneron, AstraZeneca; Phase I-IV capable; good fit but narrow therapeutic scope"
